Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Borough,Sub_Industry,Adjacency,Language,Industry_Stakeholder,Cuisine,Beverage_Type,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query,NYC_Canonical,Added_In_Version
846,NYC History Gilded,pushcarts,NYC Mayor,,Report of the Mayor's Pushcart Commission,1906,NYC Municipal Archives,GOV_DOC,none,1900_1945,US,Manhattan,food_truck,none,en,regulator,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=NYC+Mayor+Report+of+the+Mayor%27s+Pushcart+Commission,https://archive.org/search?query=NYC+Mayor+Report+of+the+Mayor%27s+Pushcart+Commission,https://archive.org/search?query=Mayor+Pushcart+Commission+1906,NYC Mayor Report of the Mayor's Pushcart Commission,False,v3v4
847,NYC History Gilded,tenement,Riis,Jacob,How the Other Half Lives,1890,Scribner,BOOK,none,pre1900,US,Manhattan,none,none,en,academic,none,none,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Riis+How+the+Other+Half+Lives,https://archive.org/search?query=Riis+How+the+Other+Half+Lives,https://archive.org/search?query=Riis+How+the+Other+Half+Lives,Riis How the Other Half Lives,False,v3v4
848,NYC History Gilded,adulter,Coppin,Clayton A.,The Politics of Purity: Harvey Wiley and the Origins of Federal Food Policy,1999,U Michigan Press,BOOK,none,1900_1945,US,Citywide,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Coppin+The+Politics+of+Purity%3A+Harvey+Wiley+and+the+Origins+of+Federal+Food+Policy,https://archive.org/search?query=Coppin+The+Politics+of+Purity%3A+Harvey+Wiley+and+the+Origins+of+Federal+Food+Policy,,Coppin The Politics of Purity: Harvey Wiley and the Origins of Federal Food Policy,False,v3v4
849,NYC History Gilded,automat,Diehl,Lorraine,The Automat: History Recipes and Allure of Horn & Hardart's Masterpiece,2002,Potter,BOOK,none,1900_1945,US,Manhattan,chain,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Diehl+The+Automat%3A+History+Recipes+and+Allure+of+Horn+%26+Hardart%27s+Masterpiece,https://archive.org/search?query=Diehl+The+Automat%3A+History+Recipes+and+Allure+of+Horn+%26+Hardart%27s+Masterpiece,,Diehl The Automat: History Recipes and Allure of Horn & Hardart's Masterpiece,False,v3v4
850,NYC History Gilded,restaurants,Grimes,William,Appetite City: A Culinary History of New York,2009,North Point,BOOK,none,spanning,US,Citywide,fine_dining,none,en,academic,none,none,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Grimes+Appetite+City%3A+A+Culinary+History+of+New+York,https://archive.org/search?query=Grimes+Appetite+City%3A+A+Culinary+History+of+New+York,https://scholar.google.com/scholar?q=Grimes+Appetite+City,Grimes Appetite City: A Culinary History of New York,True,v3v4
851,NYC History Gilded,jewish,Merwin,Ted,Pastrami on Rye: An Overstuffed History of the Jewish Deli,2015,NYU Press,BOOK,none,spanning,US,Manhattan,deli,none,en,academic,none,none,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Merwin+Pastrami+on+Rye%3A+An+Overstuffed+History+of+the+Jewish+Deli,https://archive.org/search?query=Merwin+Pastrami+on+Rye%3A+An+Overstuffed+History+of+the+Jewish+Deli,https://scholar.google.com/scholar?q=Merwin+Pastrami+on+Rye,Merwin Pastrami on Rye: An Overstuffed History of the Jewish Deli,True,v3v4
852,NYC History Gilded,jewish,Diner,Hasia R.,Lower East Side Memories: A Jewish Place in America,2000,Princeton UP,BOOK,none,spanning,US,Manhattan,deli,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Diner+Lower+East+Side+Memories%3A+A+Jewish+Place+in+America,https://archive.org/search?query=Diner+Lower+East+Side+Memories%3A+A+Jewish+Place+in+America,,Diner Lower East Side Memories: A Jewish Place in America,False,v3v4
853,NYC History Gilded,italian,Cinotto,Simone,The Italian American Table: Food Family and Community in NYC,2013,U Illinois Press,BOOK,none,1900_1945,US,Manhattan,none,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Cinotto+The+Italian+American+Table%3A+Food+Family+and+Community+in+NYC,https://archive.org/search?query=Cinotto+The+Italian+American+Table%3A+Food+Family+and+Community+in+NYC,https://scholar.google.com/scholar?q=Cinotto+Italian+American+Table,Cinotto The Italian American Table: Food Family and Community in NYC,False,v3v4
854,NYC History Gilded,italian,Gabaccia,Donna,We Are What We Eat: Ethnic Food and the Making of Americans,1998,Harvard UP,BOOK,none,spanning,US,Citywide,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Gabaccia+We+Are+What+We+Eat%3A+Ethnic+Food+and+the+Making+of+Americans,https://archive.org/search?query=Gabaccia+We+Are+What+We+Eat%3A+Ethnic+Food+and+the+Making+of+Americans,https://scholar.google.com/scholar?q=Gabaccia+We+Are+What+We+Eat,Gabaccia We Are What We Eat: Ethnic Food and the Making of Americans,False,v3v4
855,NYC History Gilded,restaurants,Spang,Rebecca L.,The Invention of the Restaurant: Paris and Modern Gastronomic Culture,2000,Harvard UP,BOOK,none,pre1900,Europe,none,fine_dining,none,en,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Spang+The+Invention+of+the+Restaurant%3A+Paris+and+Modern+Gastronomic+Culture,https://archive.org/search?query=Spang+The+Invention+of+the+Restaurant%3A+Paris+and+Modern+Gastronomic+Culture,,Spang The Invention of the Restaurant: Paris and Modern Gastronomic Culture,False,v3v4
856,NYC History Gilded,bagel,Balinska,Maria,The Bagel: The Surprising History of a Modest Bread,2008,Yale UP,BOOK,none,spanning,US_Global,Manhattan,bagel,none,en,academic,none,none,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Balinska+The+Bagel%3A+The+Surprising+History+of+a+Modest+Bread,https://archive.org/search?query=Balinska+The+Bagel%3A+The+Surprising+History+of+a+Modest+Bread,https://scholar.google.com/scholar?q=Balinska+Bagel+Surprising+History,Balinska The Bagel: The Surprising History of a Modest Bread,True,v3v4
857,NYC History Gilded,katz,Federman,Mark Russ,Russ & Daughters: Reflections and Recipes,2013,Schocken,BOOK,none,spanning,US,Manhattan,specialty_retail,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Federman+Russ+%26+Daughters%3A+Reflections+and+Recipes,https://archive.org/search?query=Federman+Russ+%26+Daughters%3A+Reflections+and+Recipes,,Federman Russ & Daughters: Reflections and Recipes,False,v3v4
858,NYC History Gilded,katz,Merwin,Ted,Katz's Delicatessen Centennial,2018,Cornell UP,BOOK,none,spanning,US,Manhattan,deli,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Merwin+Katz%27s+Delicatessen+Centennial,https://archive.org/search?query=Merwin+Katz%27s+Delicatessen+Centennial,,Merwin Katz's Delicatessen Centennial,False,v3v4
859,NYC History Gilded,italian,Mariani,John,How Italian Food Conquered the World,2011,Palgrave,BOOK,none,spanning,US_Global,Manhattan,none,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mariani+How+Italian+Food+Conquered+the+World,https://archive.org/search?query=Mariani+How+Italian+Food+Conquered+the+World,,Mariani How Italian Food Conquered the World,False,v3v4
860,NYC History Gilded,pizza,Helstosky,Carol,Pizza: A Global History,2008,Reaktion,BOOK,none,spanning,US_Global,Manhattan,pizza,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Helstosky+Pizza%3A+A+Global+History,https://archive.org/search?query=Helstosky+Pizza%3A+A+Global+History,,Helstosky Pizza: A Global History,False,v3v4
861,NYC History 1930-70,depression,Poppendieck,Janet,Breadlines Knee-Deep in Wheat: Food Assistance in the Great Depression,1986,Rutgers UP,BOOK,none,1900_1945,US,Citywide,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Poppendieck+Breadlines+Knee-Deep+in+Wheat%3A+Food+Assistance+in+the+Great+Depression,https://archive.org/search?query=Poppendieck+Breadlines+Knee-Deep+in+Wheat%3A+Food+Assistance+in+the+Great+Depression,https://scholar.google.com/scholar?q=Poppendieck+Breadlines+Knee-Deep+in+Wheat,Poppendieck Breadlines Knee-Deep in Wheat: Food Assistance in the Great Depression,False,v3v4
862,NYC History 1930-70,encyclo,Smith,Andrew F.,The Oxford Encyclopedia of Food and Drink in America,2013,Oxford UP,BOOK,none,spanning,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Smith+The+Oxford+Encyclopedia+of+Food+and+Drink+in+America,https://archive.org/search?query=Smith+The+Oxford+Encyclopedia+of+Food+and+Drink+in+America,,Smith The Oxford Encyclopedia of Food and Drink in America,False,v3v4
863,NYC History 1930-70,restaurants,Freedman,Paul,Ten Restaurants That Changed America,2016,Liveright,BOOK,none,spanning,US,Manhattan,fine_dining,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Freedman+Ten+Restaurants+That+Changed+America,https://archive.org/search?query=Freedman+Ten+Restaurants+That+Changed+America,https://scholar.google.com/scholar?q=Freedman+Ten+Restaurants,Freedman Ten Restaurants That Changed America,False,v3v4
864,NYC History 1930-70,critics,Sheraton,Mimi,Eating My Words: An Appetite for Life,2004,William Morrow,BOOK,none,1945_1980,US,Manhattan,food_media,none,en,media,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Sheraton+Eating+My+Words%3A+An+Appetite+for+Life,https://archive.org/search?query=Sheraton+Eating+My+Words%3A+An+Appetite+for+Life,https://scholar.google.com/scholar?q=Sheraton+Eating+My+Words,Sheraton Eating My Words: An Appetite for Life,False,v3v4
865,NYC History 1930-70,critics,Claiborne,Craig,The New York Times Cook Book,1961,Harper,BOOK,none,1945_1980,US,Manhattan,food_media,none,en,media,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Claiborne+The+New+York+Times+Cook+Book,https://archive.org/search?query=Claiborne+The+New+York+Times+Cook+Book,,Claiborne The New York Times Cook Book,False,v3v4
866,NYC History 1930-70,menu,NYPL,,Le Pavillon Menu c.1945 (Soulé era),1945,NYPL,DATASET_DOC,none,1945_1980,US,Manhattan,fine_dining,none,en,academic,french,none,HIGH,PARTIAL,,https://annas-archive.org/search?q=NYPL+Le+Pavillon+Menu+c.1945+%28Soul%C3%A9+era%29,https://archive.org/search?query=NYPL+Le+Pavillon+Menu+c.1945+%28Soul%C3%A9+era%29,http://menus.nypl.org/,NYPL Le Pavillon Menu c.1945 (Soulé era),False,v3v4
867,NYC History 1930-70,menu,NYPL,,Four Seasons Opening Menu 1959,1959,NYPL,DATASET_DOC,none,1945_1980,US,Manhattan,fine_dining,none,en,academic,none,none,HIGH,PARTIAL,,https://annas-archive.org/search?q=NYPL+Four+Seasons+Opening+Menu+1959,https://archive.org/search?query=NYPL+Four+Seasons+Opening+Menu+1959,http://menus.nypl.org/,NYPL Four Seasons Opening Menu 1959,False,v3v4
868,NYC History 1930-70,menu,NYPL,,Lüchow's Final Menu 1982,1982,NYPL,DATASET_DOC,none,1980_2010,US,Manhattan,fine_dining,none,en,academic,none,none,MEDIUM,PARTIAL,,https://annas-archive.org/search?q=NYPL+L%C3%BCchow%27s+Final+Menu+1982,https://archive.org/search?query=NYPL+L%C3%BCchow%27s+Final+Menu+1982,http://menus.nypl.org/,NYPL Lüchow's Final Menu 1982,False,v3v4
869,NYC History 1930-70,fiscal,Tabb,William K.,The Long Default: NYC and the Urban Fiscal Crisis,1982,Monthly Review,BOOK,none,1945_1980,US,Citywide,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Tabb+The+Long+Default%3A+NYC+and+the+Urban+Fiscal+Crisis,https://archive.org/search?query=Tabb+The+Long+Default%3A+NYC+and+the+Urban+Fiscal+Crisis,,Tabb The Long Default: NYC and the Urban Fiscal Crisis,False,v3v4
870,NYC History 1930-70,fiscal,Phillips-Fein,Kim,Fear City: NYC's Fiscal Crisis and the Rise of Austerity Politics,2017,Metropolitan,BOOK,none,1945_1980,US,Citywide,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Phillips-Fein+Fear+City%3A+NYC%27s+Fiscal+Crisis+and+the+Rise+of+Austerity+Politics,https://archive.org/search?query=Phillips-Fein+Fear+City%3A+NYC%27s+Fiscal+Crisis+and+the+Rise+of+Austerity+Politics,https://scholar.google.com/scholar?q=Phillips-Fein+Fear+City,Phillips-Fein Fear City: NYC's Fiscal Crisis and the Rise of Austerity Politics,False,v3v4
871,NYC History 1930-70,outdoor,NYC DCP,,NYC Sidewalk Café Law 1974,1974,NYC Dept City Planning,GOV_DOC,none,1945_1980,US,Citywide,none,none,en,regulator,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=NYC+DCP+NYC+Sidewalk+Caf%C3%A9+Law+1974,https://archive.org/search?query=NYC+DCP+NYC+Sidewalk+Caf%C3%A9+Law+1974,,NYC DCP NYC Sidewalk Café Law 1974,False,v3v4
872,NYC History 1930-70,mariani,Mariani,John,America Eats Out: An Illustrated History of Restaurants,1991,William Morrow,BOOK,none,spanning,US,Citywide,fine_dining,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mariani+America+Eats+Out%3A+An+Illustrated+History+of+Restaurants,https://archive.org/search?query=Mariani+America+Eats+Out%3A+An+Illustrated+History+of+Restaurants,https://scholar.google.com/scholar?q=Mariani+America+Eats+Out,Mariani America Eats Out: An Illustrated History of Restaurants,False,v3v4
873,NYC History 1930-70,arugula,Kamp,David,The United States of Arugula,2006,Broadway,BOOK,none,spanning,US,Citywide,fine_dining,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Kamp+The+United+States+of+Arugula,https://archive.org/search?query=Kamp+The+United+States+of+Arugula,https://scholar.google.com/scholar?q=Kamp+United+States+of+Arugula,Kamp The United States of Arugula,False,v3v4
874,NYC History 1930-70,postww2,Shapiro,Laura,Something from the Oven: Reinventing Dinner in 1950s America,2004,Viking,BOOK,none,1945_1980,US,Citywide,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Shapiro+Something+from+the+Oven%3A+Reinventing+Dinner+in+1950s+America,https://archive.org/search?query=Shapiro+Something+from+the+Oven%3A+Reinventing+Dinner+in+1950s+America,,Shapiro Something from the Oven: Reinventing Dinner in 1950s America,False,v3v4
875,NYC History 1930-70,postww2,Levenstein,Harvey,Paradox of Plenty: A Social History of Eating in Modern America,1993,Oxford UP,BOOK,none,spanning,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Levenstein+Paradox+of+Plenty%3A+A+Social+History+of+Eating+in+Modern+America,https://archive.org/search?query=Levenstein+Paradox+of+Plenty%3A+A+Social+History+of+Eating+in+Modern+America,,Levenstein Paradox of Plenty: A Social History of Eating in Modern America,False,v3v4
876,NYC History 1930-70,saccharin,Cohen,Rich,Sweet and Low: A Family Story,2006,Picador,BOOK,none,1945_1980,US,Manhattan,none,none,en,academic,none,none,LOW,NEEDED,,https://annas-archive.org/search?q=Cohen+Sweet+and+Low%3A+A+Family+Story,https://archive.org/search?query=Cohen+Sweet+and+Low%3A+A+Family+Story,,Cohen Sweet and Low: A Family Story,False,v3v4
877,NYC History 1930-70,bengali,Ray,Krishnendu,The Migrant's Table: Meals and Memories in Bengali-American Households,2004,Temple UP,BOOK,none,1980_2010,US,Queens,none,none,en,academic,indian,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Ray+The+Migrant%27s+Table%3A+Meals+and+Memories+in+Bengali-American+Households,https://archive.org/search?query=Ray+The+Migrant%27s+Table%3A+Meals+and+Memories+in+Bengali-American+Households,,Ray The Migrant's Table: Meals and Memories in Bengali-American Households,False,v3v4
878,NYC History 1930-70,downtown,Ocejo,Richard E.,Upscaling Downtown: From Bowery Saloons to Cocktail Bars in NYC,2014,Princeton UP,BOOK,none,2010_2020,US,Manhattan,bar,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Ocejo+Upscaling+Downtown%3A+From+Bowery+Saloons+to+Cocktail+Bars+in+NYC,https://archive.org/search?query=Ocejo+Upscaling+Downtown%3A+From+Bowery+Saloons+to+Cocktail+Bars+in+NYC,https://scholar.google.com/scholar?q=Ocejo+Upscaling+Downtown,Ocejo Upscaling Downtown: From Bowery Saloons to Cocktail Bars in NYC,False,v3v4
879,NYC History 1930-70,craft,Ocejo,Richard E.,Masters of Craft: Old Jobs in the New Urban Economy,2017,Princeton UP,BOOK,none,2010_2020,US,Manhattan,bar,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Ocejo+Masters+of+Craft%3A+Old+Jobs+in+the+New+Urban+Economy,https://archive.org/search?query=Ocejo+Masters+of+Craft%3A+Old+Jobs+in+the+New+Urban+Economy,https://scholar.google.com/scholar?q=Ocejo+Masters+of+Craft,Ocejo Masters of Craft: Old Jobs in the New Urban Economy,True,v3v4
880,NYC History 1930-70,bourdain,Bourdain,Anthony,Kitchen Confidential: Adventures in the Culinary Underbelly,2000,Bloomsbury,BOOK,none,1980_2010,US,Manhattan,fine_dining,none,en,media,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Bourdain+Kitchen+Confidential%3A+Adventures+in+the+Culinary+Underbelly,https://archive.org/search?query=Bourdain+Kitchen+Confidential%3A+Adventures+in+the+Culinary+Underbelly,https://scholar.google.com/scholar?q=Bourdain+Kitchen+Confidential,Bourdain Kitchen Confidential: Adventures in the Culinary Underbelly,False,v3v4
881,NYC History 1980-2001,greenmarkets,GrowNYC,,GrowNYC History and Greenmarket Archives,2024,GrowNYC,REPORT,produce,spanning,US,Citywide,greenmarket,none,en,NGO,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=GrowNYC+GrowNYC+History+and+Greenmarket+Archives,https://archive.org/search?query=GrowNYC+GrowNYC+History+and+Greenmarket+Archives,https://www.grownyc.org/about,GrowNYC GrowNYC History and Greenmarket Archives,False,v3v4
882,NYC History 1980-2001,meyer,Meyer,Danny,Setting the Table: The Transforming Power of Hospitality,2006,HarperBusiness,BOOK,none,1980_2010,US,Manhattan,fine_dining,none,en,foodservice,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Meyer+Setting+the+Table%3A+The+Transforming+Power+of+Hospitality,https://archive.org/search?query=Meyer+Setting+the+Table%3A+The+Transforming+Power+of+Hospitality,https://scholar.google.com/scholar?q=Meyer+Setting+the+Table,Meyer Setting the Table: The Transforming Power of Hospitality,True,v3v4
883,NYC History 1980-2001,reichl,Reichl,Ruth,Garlic and Sapphires: The Secret Life of a Critic in Disguise,2005,Penguin,BOOK,none,1980_2010,US,Manhattan,food_media,none,en,media,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Reichl+Garlic+and+Sapphires%3A+The+Secret+Life+of+a+Critic+in+Disguise,https://archive.org/search?query=Reichl+Garlic+and+Sapphires%3A+The+Secret+Life+of+a+Critic+in+Disguise,https://scholar.google.com/scholar?q=Reichl+Garlic+and+Sapphires,Reichl Garlic and Sapphires: The Secret Life of a Critic in Disguise,True,v3v4
