Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query
512,Trade Geopolitics,wto_doha,Josling,Tim,WTO Reform and Agriculture: A 2024 Assessment,2024,IATRC,REPORT,multi,2020_present,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Josling+WTO+Reform+and+Agriculture%3A+A+2024+Assessment,https://archive.org/search?query=Josling+WTO+Reform+and+Agriculture%3A+A+2024+Assessment,,Josling WTO Reform and Agriculture: A 2024 Assessment
513,Trade Geopolitics,russia_ukraine,FAO,,Note on the Importance of the Russian Federation and Ukraine for Global Food Markets,2024,FAO,REPORT,multi,2020_present,Europe,HIGH,NEEDED,,https://annas-archive.org/search?q=FAO+Note+on+the+Importance+of+the+Russian+Federation+and+Ukraine+for+Global+Food+Markets,https://archive.org/search?query=FAO+Note+on+the+Importance+of+the+Russian+Federation+and+Ukraine+for+Global+Food+Markets,https://www.fao.org/,FAO Note on the Importance of the Russian Federation and Ukraine for Global Food Markets
514,Trade Geopolitics,nafta_usmca,Burfisher,Mary E.,NAFTA to USMCA: Net Impacts on US Agriculture,2020,USDA ERS,REPORT,multi,2020_present,US_Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Burfisher+NAFTA+to+USMCA%3A+Net+Impacts+on+US+Agriculture,https://archive.org/search?query=Burfisher+NAFTA+to+USMCA%3A+Net+Impacts+on+US+Agriculture,,Burfisher NAFTA to USMCA: Net Impacts on US Agriculture
515,Trade Geopolitics,china_trade,Fulton,Murray,Agricultural Friendshoring: US Reshaping Supply Chains,2024,Choices Magazine,ARTICLE,multi,2020_present,US_Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Fulton+Agricultural+Friendshoring%3A+US+Reshaping+Supply+Chains,https://archive.org/search?query=Fulton+Agricultural+Friendshoring%3A+US+Reshaping+Supply+Chains,,Fulton Agricultural Friendshoring: US Reshaping Supply Chains
516,Trade Geopolitics,export_bans,Welsh,Caitlin,Food Security and the Red Sea / Panama Canal Disruptions 2023-2024,2024,CSIS,REPORT,multi,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Welsh+Food+Security+and+the+Red+Sea+%2F+Panama+Canal+Disruptions+2023-2024,https://archive.org/search?query=Welsh+Food+Security+and+the+Red+Sea+%2F+Panama+Canal+Disruptions+2023-2024,https://www.csis.org/,Welsh Food Security and the Red Sea / Panama Canal Disruptions 2023-2024
517,Trade Geopolitics,russia_ukraine,Black Sea,,Black Sea Grain Initiative: Final Assessment,2023,UNCTAD,REPORT,cereals,2020_present,Europe,HIGH,NEEDED,,https://annas-archive.org/search?q=Black+Sea+Black+Sea+Grain+Initiative%3A+Final+Assessment,https://archive.org/search?query=Black+Sea+Black+Sea+Grain+Initiative%3A+Final+Assessment,https://unctad.org/,Black Sea Black Sea Grain Initiative: Final Assessment
518,Trade Geopolitics,china_trade,USDA,,China Food Security and Procurement Patterns,2023,USDA FAS,REPORT,multi,2020_present,Asia,HIGH,NEEDED,,https://annas-archive.org/search?q=USDA+China+Food+Security+and+Procurement+Patterns,https://archive.org/search?query=USDA+China+Food+Security+and+Procurement+Patterns,https://www.fas.usda.gov/,USDA China Food Security and Procurement Patterns
519,Trade Geopolitics,wto_doha,Bureau,Jean-Christophe,Agriculture and WTO After 25 Years,2021,World Economy,ARTICLE,multi,2020_present,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Bureau+Agriculture+and+WTO+After+25+Years,https://archive.org/search?query=Bureau+Agriculture+and+WTO+After+25+Years,,Bureau Agriculture and WTO After 25 Years
520,Trade Geopolitics,nafta_usmca,USDA,,Agricultural Trade Under USMCA: Annual Update,2024,USDA ERS,REPORT,multi,2020_present,US_Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=USDA+Agricultural+Trade+Under+USMCA%3A+Annual+Update,https://archive.org/search?query=USDA+Agricultural+Trade+Under+USMCA%3A+Annual+Update,,USDA Agricultural Trade Under USMCA: Annual Update
521,Climate Land Inputs,fertilizer_inputs,Beckman,Jayson,Ag Input Cost Inflation 2022,2022,USDA ERS,REPORT,none,2020_present,US,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Beckman+Ag+Input+Cost+Inflation+2022,https://archive.org/search?query=Beckman+Ag+Input+Cost+Inflation+2022,https://www.ers.usda.gov/,Beckman Ag Input Cost Inflation 2022
522,Climate Land Inputs,fertilizer_inputs,Hellerstein,Daniel,Fertilizer Use and Market Conditions 2023-2024,2024,USDA ERS,REPORT,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Hellerstein+Fertilizer+Use+and+Market+Conditions+2023-2024,https://archive.org/search?query=Hellerstein+Fertilizer+Use+and+Market+Conditions+2023-2024,,Hellerstein Fertilizer Use and Market Conditions 2023-2024
523,Climate Land Inputs,fertilizer_inputs,Baffes,John,The Fertilizer Shock,2022,World Bank Blog,ARTICLE,none,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Baffes+The+Fertilizer+Shock,https://archive.org/search?query=Baffes+The+Fertilizer+Shock,https://blogs.worldbank.org/,Baffes The Fertilizer Shock
524,Climate Land Inputs,fertilizer_inputs,CRS,,Fertilizer Prices: Recent Trends and US Market Structure,2023,CRS,REPORT,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=CRS+Fertilizer+Prices%3A+Recent+Trends+and+US+Market+Structure,https://archive.org/search?query=CRS+Fertilizer+Prices%3A+Recent+Trends+and+US+Market+Structure,https://crsreports.congress.gov/,CRS Fertilizer Prices: Recent Trends and US Market Structure
525,Climate Land Inputs,climate_yields,Ortiz-Bobea,Ariel,The Role of Nonfarm Influences in Ag Productivity Slowdown,2021,Nature Climate Change,ARTICLE,multi,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Ortiz-Bobea+The+Role+of+Nonfarm+Influences+in+Ag+Productivity+Slowdown,https://archive.org/search?query=Ortiz-Bobea+The+Role+of+Nonfarm+Influences+in+Ag+Productivity+Slowdown,,Ortiz-Bobea The Role of Nonfarm Influences in Ag Productivity Slowdown
526,Climate Land Inputs,climate_yields,IPCC,,"AR6 WGIII Chapter 7: Agriculture, Forestry, and Other Land Uses",2022,IPCC,REPORT,multi,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=IPCC+AR6+WGIII+Chapter+7%3A+Agriculture%2C+Forestry%2C+and+Other+Land+Uses,https://archive.org/search?query=IPCC+AR6+WGIII+Chapter+7%3A+Agriculture%2C+Forestry%2C+and+Other+Land+Uses,https://www.ipcc.ch/,"IPCC AR6 WGIII Chapter 7: Agriculture, Forestry, and Other Land Uses"
527,Climate Land Inputs,climate_yields,FAO,,Climate Change and Food Systems: Transformative Actions,2023,FAO,REPORT,multi,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=FAO+Climate+Change+and+Food+Systems%3A+Transformative+Actions,https://archive.org/search?query=FAO+Climate+Change+and+Food+Systems%3A+Transformative+Actions,,FAO Climate Change and Food Systems: Transformative Actions
528,Climate Land Inputs,energy_food,Beckman,Jayson,Energy Prices and Ag Commodities: 2022 Transmission,2023,USDA ERS,REPORT,multi,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Beckman+Energy+Prices+and+Ag+Commodities%3A+2022+Transmission,https://archive.org/search?query=Beckman+Energy+Prices+and+Ag+Commodities%3A+2022+Transmission,,Beckman Energy Prices and Ag Commodities: 2022 Transmission
529,Climate Land Inputs,drought_weather,NOAA,,2023 El Niño Event: Agricultural Impacts,2024,NOAA,REPORT,multi,2020_present,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=NOAA+2023+El+Ni%C3%B1o+Event%3A+Agricultural+Impacts,https://archive.org/search?query=NOAA+2023+El+Ni%C3%B1o+Event%3A+Agricultural+Impacts,https://www.noaa.gov/,NOAA 2023 El Niño Event: Agricultural Impacts
530,Climate Land Inputs,land_use,Lark,Tyler J.,Environmental Outcomes of the US Renewable Fuel Standard,2022,PNAS,ARTICLE,cereals,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Lark+Environmental+Outcomes+of+the+US+Renewable+Fuel+Standard,https://archive.org/search?query=Lark+Environmental+Outcomes+of+the+US+Renewable+Fuel+Standard,https://doi.org/10.1073/pnas.2101084119,Lark Environmental Outcomes of the US Renewable Fuel Standard
531,Climate Land Inputs,fertilizer_inputs,Schnitkey,Gary,Fertilizer Costs and Usage Changes 2022-2024,2024,farmdoc daily,ARTICLE,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Schnitkey+Fertilizer+Costs+and+Usage+Changes+2022-2024,https://archive.org/search?query=Schnitkey+Fertilizer+Costs+and+Usage+Changes+2022-2024,,Schnitkey Fertilizer Costs and Usage Changes 2022-2024
532,Climate Land Inputs,climate_yields,Reyes,Jesus J.,Climate Change and US Agricultural GDP,2023,AJAE,ARTICLE,multi,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Reyes+Climate+Change+and+US+Agricultural+GDP,https://archive.org/search?query=Reyes+Climate+Change+and+US+Agricultural+GDP,,Reyes Climate Change and US Agricultural GDP
533,Climate Land Inputs,energy_food,IEA,,The Food-Energy Nexus: 2024 Outlook,2024,International Energy Agency,REPORT,multi,2020_present,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=IEA+The+Food-Energy+Nexus%3A+2024+Outlook,https://archive.org/search?query=IEA+The+Food-Energy+Nexus%3A+2024+Outlook,https://www.iea.org/,IEA The Food-Energy Nexus: 2024 Outlook
534,Climate Land Inputs,land_use,USDA,,Soil Carbon Sequestration: Market and Policy Landscape,2023,USDA,REPORT,multi,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=USDA+Soil+Carbon+Sequestration%3A+Market+and+Policy+Landscape,https://archive.org/search?query=USDA+Soil+Carbon+Sequestration%3A+Market+and+Policy+Landscape,,USDA Soil Carbon Sequestration: Market and Policy Landscape
535,Climate Land Inputs,drought_weather,USDA,,USDA Drought Monitor and Ag Impacts Update,2024,USDA/NDMC,DATASET_DOC,multi,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=USDA+USDA+Drought+Monitor+and+Ag+Impacts+Update,https://archive.org/search?query=USDA+USDA+Drought+Monitor+and+Ag+Impacts+Update,https://droughtmonitor.unl.edu/,USDA USDA Drought Monitor and Ag Impacts Update
536,Chef Restaurant Econ,foodservice_econ,Saad,Lydia,Pandemic Restaurant Closures: Scale and Recovery,2021,Brookings,REPORT,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Saad+Pandemic+Restaurant+Closures%3A+Scale+and+Recovery,https://archive.org/search?query=Saad+Pandemic+Restaurant+Closures%3A+Scale+and+Recovery,https://www.brookings.edu/,Saad Pandemic Restaurant Closures: Scale and Recovery
537,Chef Restaurant Econ,inflation_passthrough,Cavallo,Alberto,Tracking Inflation in Restaurants: Real-Time Menu Data,2022,NBER WP,WORKING_PAPER,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Cavallo+Tracking+Inflation+in+Restaurants%3A+Real-Time+Menu+Data,https://archive.org/search?query=Cavallo+Tracking+Inflation+in+Restaurants%3A+Real-Time+Menu+Data,https://www.nber.org/,Cavallo Tracking Inflation in Restaurants: Real-Time Menu Data
538,Chef Restaurant Econ,inflation_passthrough,BLS,,Food Away From Home CPI 2020-2024 Analysis,2024,BLS,REPORT,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=BLS+Food+Away+From+Home+CPI+2020-2024+Analysis,https://archive.org/search?query=BLS+Food+Away+From+Home+CPI+2020-2024+Analysis,https://www.bls.gov/opub/btn/,BLS Food Away From Home CPI 2020-2024 Analysis
539,Chef Restaurant Econ,foodservice_econ,NRA,,2024 State of the Restaurant Industry,2024,National Restaurant Assoc,REPORT,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=NRA+2024+State+of+the+Restaurant+Industry,https://archive.org/search?query=NRA+2024+State+of+the+Restaurant+Industry,https://restaurant.org/research-and-media/research/industry-statistics/,NRA 2024 State of the Restaurant Industry
540,Chef Restaurant Econ,food_cost_mgmt,Hanson,Gregory,Ghost Kitchens: Unit Economics and the Delivery-Only Model,2022,Cornell Hospitality Quarterly,ARTICLE,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Hanson+Ghost+Kitchens%3A+Unit+Economics+and+the+Delivery-Only+Model,https://archive.org/search?query=Hanson+Ghost+Kitchens%3A+Unit+Economics+and+the+Delivery-Only+Model,,Hanson Ghost Kitchens: Unit Economics and the Delivery-Only Model
541,Chef Restaurant Econ,foodservice_econ,Technomic,,Foodservice Industry Forecast 2024,2024,Technomic,REPORT,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Technomic+Foodservice+Industry+Forecast+2024,https://archive.org/search?query=Technomic+Foodservice+Industry+Forecast+2024,https://www.technomic.com/,Technomic Foodservice Industry Forecast 2024
542,Chef Restaurant Econ,vendor_procurement,US Foods,,US Foods Annual Report 2023,2023,US Foods,GOV_DOC,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=US+Foods+US+Foods+Annual+Report+2023,https://archive.org/search?query=US+Foods+US+Foods+Annual+Report+2023,https://investors.usfoods.com/,US Foods US Foods Annual Report 2023
543,Chef Restaurant Econ,vendor_procurement,Performance Food Group,,Performance Food Group 10-K 2023,2023,PFG,GOV_DOC,none,2020_present,US,LOW,NEEDED,,https://annas-archive.org/search?q=Performance+Food+Group+Performance+Food+Group+10-K+2023,https://archive.org/search?query=Performance+Food+Group+Performance+Food+Group+10-K+2023,,Performance Food Group Performance Food Group 10-K 2023
544,Chef Restaurant Econ,inflation_passthrough,Bueche,Brandon,Menu Engineering Under Inflation: 2022-2024 Empirical Study,2024,J Foodservice Business Research,ARTICLE,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Bueche+Menu+Engineering+Under+Inflation%3A+2022-2024+Empirical+Study,https://archive.org/search?query=Bueche+Menu+Engineering+Under+Inflation%3A+2022-2024+Empirical+Study,,Bueche Menu Engineering Under Inflation: 2022-2024 Empirical Study
545,Chef Restaurant Econ,foodservice_econ,Jayaraman,Saru,One Fair Wage: The Case Against the Tipped Minimum Wage,2023,New Press,BOOK,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Jayaraman+One+Fair+Wage%3A+The+Case+Against+the+Tipped+Minimum+Wage,https://archive.org/search?query=Jayaraman+One+Fair+Wage%3A+The+Case+Against+the+Tipped+Minimum+Wage,,Jayaraman One Fair Wage: The Case Against the Tipped Minimum Wage
546,Chef Restaurant Econ,inflation_passthrough,USDA,,Restaurants and Retail Divergence: Food-Away vs Food-at-Home CPI,2024,USDA ERS,REPORT,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=USDA+Restaurants+and+Retail+Divergence%3A+Food-Away+vs+Food-at-Home+CPI,https://archive.org/search?query=USDA+Restaurants+and+Retail+Divergence%3A+Food-Away+vs+Food-at-Home+CPI,,USDA Restaurants and Retail Divergence: Food-Away vs Food-at-Home CPI
547,Chef Restaurant Econ,menu_engineering,DiPietro,Robin B.,Menu Engineering in the Post-Pandemic Era,2023,International J Contemporary Hospitality Mgmt,ARTICLE,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=DiPietro+Menu+Engineering+in+the+Post-Pandemic+Era,https://archive.org/search?query=DiPietro+Menu+Engineering+in+the+Post-Pandemic+Era,,DiPietro Menu Engineering in the Post-Pandemic Era
548,Chef Restaurant Econ,foodservice_econ,Rosenbaum,Mark S.,Delivery Apps and Restaurant Unit Economics,2022,J Retailing and Consumer Services,ARTICLE,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Rosenbaum+Delivery+Apps+and+Restaurant+Unit+Economics,https://archive.org/search?query=Rosenbaum+Delivery+Apps+and+Restaurant+Unit+Economics,,Rosenbaum Delivery Apps and Restaurant Unit Economics
549,Chef Restaurant Econ,food_cost_mgmt,Gaither,Chris,Shrinkflation in Restaurant Portions 2022-2024,2024,Nation's Restaurant News,ARTICLE,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Gaither+Shrinkflation+in+Restaurant+Portions+2022-2024,https://archive.org/search?query=Gaither+Shrinkflation+in+Restaurant+Portions+2022-2024,,Gaither Shrinkflation in Restaurant Portions 2022-2024
550,Chef Restaurant Econ,vendor_procurement,Sysco,,Sysco Annual Report 10-K 2024,2024,Sysco Corp,GOV_DOC,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Sysco+Sysco+Annual+Report+10-K+2024,https://archive.org/search?query=Sysco+Sysco+Annual+Report+10-K+2024,https://investors.sysco.com/,Sysco Sysco Annual Report 10-K 2024
551,Data Source Methodology,cpi_ppi_methods,Cavallo,Alberto,The Billion Prices Project,2016,J Economic Perspectives,ARTICLE,none,2010_2020,US_Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Cavallo+The+Billion+Prices+Project,https://archive.org/search?query=Cavallo+The+Billion+Prices+Project,https://doi.org/10.1257/jep.30.2.151,Cavallo The Billion Prices Project
552,Data Source Methodology,series_construction,MeasuringWorth,,Historical Prices and Purchasing Power Data,2024,MeasuringWorth,DATASET_DOC,none,spanning,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=MeasuringWorth+Historical+Prices+and+Purchasing+Power+Data,https://archive.org/search?query=MeasuringWorth+Historical+Prices+and+Purchasing+Power+Data,https://www.measuringworth.com/,MeasuringWorth Historical Prices and Purchasing Power Data
553,Data Source Methodology,wasde_methods,USDA WAOB,,WASDE Interactive Data Dashboard,2024,USDA,DATASET_DOC,multi,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=USDA+WAOB+WASDE+Interactive+Data+Dashboard,https://archive.org/search?query=USDA+WAOB+WASDE+Interactive+Data+Dashboard,https://www.usda.gov/oce/commodity/wasde,USDA WAOB WASDE Interactive Data Dashboard
554,Data Source Methodology,cpi_ppi_methods,Nakamura,Emi,Five Facts About Prices: A Reevaluation of Menu Cost Models,2008,QJE,ARTICLE,none,1980_2010,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Nakamura+Five+Facts+About+Prices%3A+A+Reevaluation+of+Menu+Cost+Models,https://archive.org/search?query=Nakamura+Five+Facts+About+Prices%3A+A+Reevaluation+of+Menu+Cost+Models,,Nakamura Five Facts About Prices: A Reevaluation of Menu Cost Models
555,Data Source Methodology,fao_methods,FAO,,FAOSTAT Methods and Standards: Consumer Price Indices for Food,2024,FAO,DATASET_DOC,multi,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=FAO+FAOSTAT+Methods+and+Standards%3A+Consumer+Price+Indices+for+Food,https://archive.org/search?query=FAO+FAOSTAT+Methods+and+Standards%3A+Consumer+Price+Indices+for+Food,https://www.fao.org/faostat/,FAO FAOSTAT Methods and Standards: Consumer Price Indices for Food
